;"Generated by FINAN XBRL Taxonomy Viewer v4.1.5"
;"Taxonomy: BT11(FrcRptKredietPrognosePeriodiekMiddelgrootGrootFunctioneel2016)"

"Sort";"ID";"Level";"Label en";"Label nl";"Label de";"Label fr";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Documentation de";"Documentation fr";"Ddef.Guidance en";"Ddef.Guidance nl";"Ddef.Guidance de";"Ddef.Guidance fr";"References"
1033;"venj-bw2-i:GeneralAdministrativeExpenses";8;"                     General and administrative expenses";"                     Algemene beheerskosten";"                     Allgemeine und Verwaltungsaufwendungen";"                     Frais généraux et d'administration";"";"GeneralAdministrativeExpenses";"venj-bw2-i";"GeneralAdministrativeExpenses";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#GeneralAdministrativeExpenses";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De lasten die niet direct aan de dienstverlening van de rechtspersoon zijn toe te rekenen en een algemeen karakter hebben in het kader van de besturing van de organisatie.";"";"";"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: e|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1034;"venj-bw2-i:OperatingIncomeOther";6;"               Other operating income";"               Overige bedrijfsopbrengsten";"               Sonstige betriebliche Erträge";"               Autres résultats d'exploitation";"";"OperatingIncomeOther";"venj-bw2-i";"OperatingIncomeOther";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#OperatingIncomeOther";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De baten die voortvloeien uit of samenhangen met gebeurtenissen of transacties die behoren tot de normale bedrijfsactiviteiten van de rechtspersoon en die niet in een andere categorie in te delen zijn.";"";"";"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 3|Article: 16b, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: d|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: f|Article: 384, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Article: 395a, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 505|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a|Chapter: C2, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 205"
1035;"venj-bw2-i:IncomeReceivablesNoncurrentSecurities";5;"            Income of non-current receivables and of securities";"            Opbrengst van vorderingen die tot de vaste activa behoren en van effecten";"            Einkommen aus langfristigen Forderungen und aus Wertpapieren";"            Produit de créances à recevoir et de valeurs boursières à long terme";"";"IncomeReceivablesNoncurrentSecurities";"venj-bw2-i";"IncomeReceivablesNoncurrentSecurities";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#IncomeReceivablesNoncurrentSecurities";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De baten die ontstaan bij het houden van vorderingen die tot de financiële activa behoren en bij het houden van effecten, zoals rente, dividenden, de terugneming van de waardeverminderingen voor zover niet in de herwaarderingsreserve opgenomen en de opbrengst bij verkoop van beleggingen.";"";"";"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: l|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: h|Chapter: 226, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 302|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B6, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 108|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1036;"rj-i:ChangesValueInvestmentProperties";5;"            Changes in value of investment properties";"            Waardeveranderingen van vastgoedbeleggingen";"            Waardeveranderingen van vastgoedbeleggingen";"            Waardeveranderingen van vastgoedbeleggingen";"";"ChangesValueInvestmentProperties";"rj-i";"ChangesValueInvestmentProperties";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#ChangesValueInvestmentProperties";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De winsten en verliezen als gevolg van de wijzinging in de reële waarde van vastgoedbeleggingen.";"";"";"";"";"";"";"Chapter: 213, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504"
1037;"rj-i:FinancialIncomeExpenses";5;"            Financial income and expenses";"            Financiële baten en lasten";"            Financiële baten en lasten";"            Financiële baten en lasten";"";"FinancialIncomeExpenses";"rj-i";"FinancialIncomeExpenses";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#FinancialIncomeExpenses";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De baten en lasten die verband houden met de financiële vaste activa, van de tot de vlottende activa behorende financiële activa (vorderingen, effecten, banktegoeden e.d.) en van de schulden.";"";"";"";"";"";"";"Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 510|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301"
1038;"venj-bw2-i:InterestExpensesRelatedExpenses";6;"               Interest expenses and related expenses";"               Rentelasten en soortgelijke kosten";"               Zinsaufwendungen und bezogene Aufwendungen";"               Charges d'intérêt et charges liées";"";"InterestExpensesRelatedExpenses";"venj-bw2-i";"InterestExpensesRelatedExpenses";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#InterestExpensesRelatedExpenses";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De lasten met het karakter van rente. Rente is een vergoeding naar de tijdsduur voor geleende bedragen ongeacht de vorm waarin deze zijn berekend.";"";"";"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 3|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: o|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: k|Chapter: 273, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 304|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1039;"venj-bw2-i:InterestIncomeRelatedIncome";6;"               Interest income and related income";"               Rentebaten en soortgelijke opbrengsten";"               Zinserträge und bezogene Einkünfte";"               Produit d'intérêts et produit lié";"";"InterestIncomeRelatedIncome";"venj-bw2-i";"InterestIncomeRelatedIncome";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#InterestIncomeRelatedIncome";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De baten met het karakter van rente, anders dan opbrengsten uit effecten en deelnemingen. Rente is een vergoeding naar de tijdsduur voor uitgeleende bedragen ongeacht de vorm waarin deze zijn berekend.";"";"";"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 3|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: m|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: i|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 124|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 304|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1040;"rj-i:ForeignCurrencyExchangeRateResults";6;"               Foreign currency exchange rate results";"               Valutakoersverschillen";"               Valutakoersverschillen";"               Valutakoersverschillen";"";"ForeignCurrencyExchangeRateResults";"rj-i";"ForeignCurrencyExchangeRateResults";"http://www.nltaxonomie.nl/nt11/rj/20161214/dictionary/rj-data#ForeignCurrencyExchangeRateResults";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De in de winst-en-verliesrekening verwerkte verschillen die voortvloeien uit de omrekening van transacties en balansstanden in vreemde valuta naar de presentatievaluta.";"";"";"";"";"";"";"Chapter: 122, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503, Subparagraph: a"
1041;"venj-bw2-i:RevaluationReserveRelease";5;"            Release from revaluation reserve";"            Vrijval uit herwaarderingsreserve";"            Befreiung von der Neubewertungsrücklage";"            Mainlevée de la réserve de réévaluation";"";"RevaluationReserveRelease";"venj-bw2-i";"RevaluationReserveRelease";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#RevaluationReserveRelease";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De vermindering van de herwaarderingsreserve als gevolg van verkoop of afschrijving van de activa waarvoor een herwaarderingsreserve is gevormd.";"";"";"";"De verminderingen van de herwaarderingsreserve die ten gunste van de winst- en verliesrekening worden gebracht.";"";"";"Article: 390, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Chapter: 220, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 504|Chapter: 240, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 222|Chapter: B8, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1042;"venj-bw2-i:GovernmentSubsidies";5;"            Government subsidies";"            Overheidssubsidies";"            Regierungssubventionen";"            Subventions gouvernementales";"";"GovernmentSubsidies";"venj-bw2-i";"GovernmentSubsidies";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#GovernmentSubsidies";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"De financiële bijdrage of een andere vorm van financiële steun van de overheid aan de rechtspersoon ten behoeve van activiteiten die voor de overheid het algemeen belang dienen maar die de overheid om verschillende redenen niet zelf ter hand neemt.";"";"";"";"";"";"";"Article: 3, IssueDate: 2015-01-01, Name: Besluit uitvoering publicatieverplichtingen richtlijn kapitaalvereisten|Chapter: 274, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 121|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 401|Chapter: 650, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 406"
1043;"venj-bw2-i:ChangesValueFinancialAssetsSecurities";5;"            Changes in value of financial assets and of securities";"            Waardeveranderingen van financiële vaste activa en van effecten";"            Änderungen des Werts von Finanzanlagen und Wertpapieren";"            Changements de la valeur des actifs financiers et des valeurs boursières";"";"ChangesValueFinancialAssetsSecurities";"venj-bw2-i";"ChangesValueFinancialAssetsSecurities";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#ChangesValueFinancialAssetsSecurities";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De wijzigingen van de boekwaarde van financiële vaste activa en van effecten tot de geschatte realiseerbare waarde.";"";"";"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: n|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: j|Article: 387, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 645, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 501|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a|Chapter: B6, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 108|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1044;"venj-bw2-i:IncomeTaxExpenseOrdinaryActivities";4;"         Income tax expense from ordinary activities";"         Belastingen resultaat uit gewone bedrijfsuitoefening";"         Aufwendungen für Ertragssteuern aus gewöhnlicher Geschäftstätigkeit";"         Charge d'impôt sur le revenu provenant d'activités ordinaires";"";"IncomeTaxExpenseOrdinaryActivities";"venj-bw2-i";"IncomeTaxExpenseOrdinaryActivities";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#IncomeTaxExpenseOrdinaryActivities";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"De belastinglast of -bate berekend over het volgens de fiscale wetgeving bepaalde resultaat uit gewone bedrijfsuitoefening voor belastingen.";"";"";"";"De belastingen over de baten en lasten uit de gewone bedrijfsuitoefening.";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 3|Article: 16a, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: a|Article: 437, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Chapter: 270, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402|Chapter: 600, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 108|Chapter: 605, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 106|Chapter: 605, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 221"
1045;"venj-bw2-i:ShareInResultsParticipatingInterests";4;"         Share in results of participating interests";"         Aandeel in resultaat van ondernemingen waarin wordt deelgenomen";"         Ergebnisanteil der Beteiligungen";"         Part dans les résultats d'intérêts de participation";"";"ShareInResultsParticipatingInterests";"venj-bw2-i";"ShareInResultsParticipatingInterests";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#ShareInResultsParticipatingInterests";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"Het aandeel in het resultaat van de tegen eigen vermogenswaarde gewaardeerde deelnemingen (vermogensmutatiemethode).";"";"";"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 6, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 16, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 8, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 2|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: k|Article: 377, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: g|Article: 402, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 620, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 655, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 402a|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: B13, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
1046;"venj-bw2-i:ResultAttributableNoncontrollingInterest";3;"      Result attributable to non-controlling interest";"      Resultaat aandeel van derden";"      Einer Minderheitsbeteiligung zuschreibbares Ergebnis";"      Résultat attribuable à des participations ne donnant pas le contrôle";"";"ResultAttributableNoncontrollingInterest";"venj-bw2-i";"ResultAttributableNoncontrollingInterest";"http://www.nltaxonomie.nl/nt11/venj/20161214/dictionary/venj-bw2-data#ResultAttributableNoncontrollingInterest";"xbrli:item";2;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"Het aandeel in het geconsolideerde resultaat dat niet aan de rechtspersoon toekomt.";"";"";"";"Het aandeel van derden in het geconsolideerde resultaat na belastingen.";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 3|Article: 411, IssueDate: 2016-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 2|Chapter: 660, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301|Chapter: 240, IssueDate: 2016-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 301"
1047;"frc-abstr:IntermediaryTitle";1;"Intermediary title";"Intermediair";"Intermediair";"Intermediair";"";"IntermediaryTitle";"frc-abstr";"IntermediaryTitle";"https://www.sbrbanken.nl/bt11/frc/20161209/presentation/frc-abstracts#IntermediaryTitle";"sbr:presentationItem";1;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";"";"";"";"";""
1048;"frc-i:NameIntermediary";2;"   Name intermediary";"   Naam";"   Naam intermediair";"   Naam intermediair";"http://www.xbrl.org/2003/role/terseLabel";"NameIntermediary";"frc-i";"NameIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#NameIntermediary";"xbrli:item";1;0;"frc-abstr:IntermediaryTitle";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Naam kantoor intermediair.";"";"";"";"Naam van het kantoor van de financiële intermediair (accountant, fiscalist, boekhoudkantoor).";"";"";""
1049;"frc-i:DomicileIntermediary";2;"   Domicile intermediary";"   Vestigingsplaats";"   Vestigingsplaats intermediair";"   Vestigingsplaats intermediair";"http://www.xbrl.org/2003/role/terseLabel";"DomicileIntermediary";"frc-i";"DomicileIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#DomicileIntermediary";"xbrli:item";1;0;"frc-abstr:IntermediaryTitle";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Vestigingsplaats intermediair.";"";"";"";"De vestigingsplaats van de financiële intermediair (accountant, fiscalist, boekhoudkantoor).";"";"";""
1050;"frc-i:ChamberOfCommerceRegistrationNumberIntermediary";2;"   Registration number at the Chamber of Commerce intermediary";"   Het registratienummer bij de kamer van koophandel intermediair";"   Het registratienummer bij de kamer van koophandel intermediair";"   Het registratienummer bij de kamer van koophandel intermediair";"";"ChamberOfCommerceRegistrationNumberIntermediary";"frc-i";"ChamberOfCommerceRegistrationNumberIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#ChamberOfCommerceRegistrationNumberIntermediary";"xbrli:item";1;0;"frc-abstr:IntermediaryTitle";"0";"0";"0";"0";"venj-types:chamberOfCommerceRegistrationNumberItemType";"chamberOfCommerceRegistrationNumber";"xbrli:stringItemType";"String";"0";"([1-9][0-9]{7})|([0-9][1-9][0-9]{6})";"";"";"";"8";"";"";"";"";"";"";"Duration";"None";0;0;"";"Het registratienummer bij de kamer van koophandel intermediair.";"";"";"";"Het registratienummer bij de kamer van koophandel van de financiële intermediair (accountant, fiscalist, boekhoudkantoor).";"";"";""
1051;"frc-i:QualificationIntermediary";2;"   Qualification intermediary";"   Kwalificatie intermediair";"   Kwalificatie intermediair";"   Kwalificatie intermediair";"";"QualificationIntermediary";"frc-i";"QualificationIntermediary";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#QualificationIntermediary";"xbrli:item";1;0;"frc-abstr:IntermediaryTitle";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Kwalificatie kantoor intermediair (RA of AA) of overig (OV).";"";"";"";"De duiding van de kwalificatie van het kantoor van de financiële intermediair. RA voor een registeraccountant en AA voor Accountants-Administratie consulenten.";"";"";""
1052;"frc-i:NameCompiler";2;"   Name compiler";"   Naam opsteller";"   Naam opsteller";"   Naam opsteller";"";"NameCompiler";"frc-i";"NameCompiler";"https://www.sbrbanken.nl/bt11/frc/20161209/dictionary/frc-data#NameCompiler";"xbrli:item";1;0;"frc-abstr:IntermediaryTitle";"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"De naam van de opsteller (natuurlijk persoon) met toevoeging van (relevante) titels.";"";"";"";"De naam van de opsteller (natuurlijk persoon) van de rapportage met toevoeging van (relevante) titels.";"";"";""
