;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: FinkRptFinancieringsaanvraag"

"Sort";"ID";"Level";"Label en";"Label nl";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Ddef.Guidance en";"Ddef.Guidance nl";"References"
60;"rj-t:EntityAddressPresentation";3;"      Address of the legal entity [presentation]";"      Adres van de rechtspersoon [presentatie]";"";"EntityAddressPresentation";"rj-t";"EntityAddressPresentation";"http://www.nltaxonomie.nl/10.0/domein/rj/tuples/rj-tuples#EntityAddressPresentation";"sbr:presentationTuple";1;1;0;;"0";"0";"1";"1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"The intention of this tuple is to record the address of the legal entity.";"Deze tuple is bedoeld voor het opnemen van het adres van de rechtspersoon.";"";"";"Chapter: 300, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 105, Subparagraph: a"
61;"nl-cd:DescriptionLocationNL";4;"         Description of location NL";"         Locatieomschrijving NL";"";"DescriptionLocationNL";"nl-cd";"DescriptionLocationNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#DescriptionLocationNL";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"0";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"More information on address to identify the location where the person or organisation is located.";"Een nadere aanduiding bij de adresgegevens om de plaats aan te duiden waar de persoon dan wel een organisatie bereikbaar is.";"";"";"IssueDate: 2002, Name: NEN5825"
62;"nl-cd:StreetNameNL";4;"         Street name NL";"         Straatnaam NL";"";"StreetNameNL";"nl-cd";"StreetNameNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#StreetNameNL";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"0";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The official registered name of a street as determined by the city council.";"De officiële door de gemeente vastgestelde naam van een straat.";"";"";"IssueDate: 2002, Name: NEN5825"
63;"nl-cd:HouseNumberNL";4;"         House number NL";"         Huisnummer NL";"";"HouseNumberNL";"nl-cd";"HouseNumberNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#HouseNumberNL";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"0";"0";"0";"nl-types:nonNegative20ItemType";"nonNegative20";"xbrli:stringItemType";"String";"0";"([0-9]{1,20})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"The numeric part of the object as designated by the municipality.";"De numerieke aanduiding zoals deze door de gemeente aan het object is toegekend.";"";"";"IssueDate: 2002, Name: NEN5825"
64;"nl-cd:HouseNumberAddition";4;"         House number addition";"         Huisnummer toevoeging";"";"HouseNumberAddition";"nl-cd";"HouseNumberAddition";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#HouseNumberAddition";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"0";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The house number addition as designated by the municipality.";"De huisnummertoevoeging zoals deze door de gemeente aan het object is toegekend.";"";"";"IssueDate: 2002, Name: NEN5825"
65;"nl-cd:POBoxNumber";4;"         PO box number";"         Postbusnummer";"";"POBoxNumber";"nl-cd";"POBoxNumber";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#POBoxNumber";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"0";"0";"0";"nl-types:nonNegative20ItemType";"nonNegative20";"xbrli:stringItemType";"String";"0";"([0-9]{1,20})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"The numeric part as designated for a Dutch Post Office Box.";"De numerieke aanduiding zoals vastgesteld voor een Nederlandse postbus.";"";"";"IssueDate: 2002, Name: NEN5825"
66;"nl-cd:PostalCodeNL";4;"         Postal code NL";"         Postcode NL";"";"PostalCodeNL";"nl-cd";"PostalCodeNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#PostalCodeNL";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"1";"0";"0";"nl-types:nlzipItemType";"nlzip";"xbrli:stringItemType";"String";"0";"([1-9]{1}[0-9]{3}[A-Z]{2})";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"The official coding of PostNL for a Dutch postal address, consisting of a numeric part and an alphabetic part.";"De officiële codering van PostNL voor een Nederlands postadres, bestaande uit een numeriek deel en een alfabetisch deel.";"";"";"IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
67;"nl-cd:PlaceOfResidenceNL";4;"         Place of residence NL";"         Vestigingsplaats NL";"";"PlaceOfResidenceNL";"nl-cd";"PlaceOfResidenceNL";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#PlaceOfResidenceNL";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"2";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"1";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"The official municipality name as designated by the municipality.";"De officiële door de gemeente vastgestelde gemeentenaam.";"";"";"Name: LO3.9, Page: 253, Publisher: Gemeentelijke basisadministratie|IssueDate: 2002, Name: NEN5825|Article: 37, Name: Wet op de omzetbelasting 1968, Paragraph: a"
68;"nl-cd:NameRegion";4;"         Name region";"         Regionaam";"";"NameRegion";"nl-cd";"NameRegion";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#NameRegion";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"3";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Address element specifying the geographic or administrative area of the country in which the town is situated.";"Adres element dat het geografische of administratieve gebied specificeert waarin een stad is opgenomen.";"";"";"IssueDate: 2011, Name: NEN14142-1"
69;"nl-cd:CountryName";4;"         Country name, ISO";"         Landnaam, ISO";"";"CountryName";"nl-cd";"CountryName";"http://www.nltaxonomie.nl/10.0/basis/sbr/items/nl-common-data#CountryName";"xbrli:item";1;0;0;"rj-t:EntityAddressPresentation";"1";"4";"0";"0";"nl-types:string1000ItemType";"string1000";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"1000";"";"";"";"";"Duration";"None";0;0;"Address element designating the country, dependency or area of geopolitical interest, in which a delivery point is located or via which the delivery point is accessed.";"Adres element gebruik makend van de ISO 3166-1 code voor landen, territorium of gebied met geopolitieke belangen, waarin een leveringspunt is gelokaliseerd of hoe het leveringspunt bereikt kan worden.";"";"";"IssueDate: 2011, Name: NEN14142-1"
70;"venj-bw2-i:AverageNumberEmployees";3;"      Average number of employees during the period";"      Gemiddeld aantal werknemers over de periode";"";"AverageNumberEmployees";"venj-bw2-i";"AverageNumberEmployees";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#AverageNumberEmployees";"xbrli:item";1;0;0;;"0";"0";"0";"0";"venj-types:nonNegativeDecimalItemType";"nonNegativeDecimal";"xbrli:decimalItemType";"Number";"0";"";"";"";"";"";"";"";"0";"";"";"";"Duration";"None";0;0;"";"";"";"";"Article: 382, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2"
71;"fink-abstr:FinancialReportingPeriodInformationTitle";2;"   Information regarding the financial reporting period [title]";"   Informatie over de financiële rapportageperiode [titel]";"";"FinancialReportingPeriodInformationTitle";"fink-abstr";"FinancialReportingPeriodInformationTitle";"http://www.financieringslink.nl/2.0/report/fink/abstracts/fink-abstracts#FinancialReportingPeriodInformationTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
72;"venj-bw2-i:FinancialReportingPeriodCurrentStartDate";3;"      Start date of current financial reporting period";"      Startdatum van de huidige financiële rapportageperiode";"";"FinancialReportingPeriodCurrentStartDate";"venj-bw2-i";"FinancialReportingPeriodCurrentStartDate";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#FinancialReportingPeriodCurrentStartDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"This concept is used for describing the start date of the current reporting period. The format should be {DD-MM-YYYY}";"Dit concept is bedoeld om de startdatum van de huidige rapportageperiode te beschrijven ten behoeven van de rendering van de rapportage. Dit dient ingevuld te worden in de vorm {DD-MM-YYYY}";"";"";"Article: 3, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 363, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3|Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 103"
73;"venj-bw2-i:FinancialReportingPeriodCurrentEndDate";3;"      End date of current financial reporting period";"      Einddatum van de huidige financiële rapportageperiode";"";"FinancialReportingPeriodCurrentEndDate";"venj-bw2-i";"FinancialReportingPeriodCurrentEndDate";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#FinancialReportingPeriodCurrentEndDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"This concept is used for describing the end date of the current reporting period. The format should be {DD-MM-YYYY}";"Dit concept is bedoeld om de einddatum van de huidige rapportageperiode te beschrijven ten behoeven van de rendering van de rapportage. Dit dient ingevuld te worden in de vorm {DD-MM-YYYY}";"";"";"Article: 3, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 363, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 2|Article: 363, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3|Chapter: 110, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 103"
74;"venj-bw2-i:FinancialReportingPeriodPreviousStartDate";3;"      Start date of previous financial reporting period";"      Startdatum van de voorgaande financiële rapportageperiode";"";"FinancialReportingPeriodPreviousStartDate";"venj-bw2-i";"FinancialReportingPeriodPreviousStartDate";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#FinancialReportingPeriodPreviousStartDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"This concept is used for describing the start date of the previous reporting period. The format should be {DD-MM-YYYY}";"Dit concept is bedoeld om de startdatum van de voorgaande rapportageperiode te beschrijven ten behoeven van de rendering van de rapportage. Dit dient ingevuld te worden in de vorm {DD-MM-YYYY}";"";"";"Article: 3, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 363, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5"
75;"venj-bw2-i:FinancialReportingPeriodPreviousEndDate";3;"      End date of previous financial reporting period";"      Einddatum van de voorgaande financiële rapportageperiode";"";"FinancialReportingPeriodPreviousEndDate";"venj-bw2-i";"FinancialReportingPeriodPreviousEndDate";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#FinancialReportingPeriodPreviousEndDate";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"This concept is used for describing the end date of the previous reporting period. The format should be {DD-MM-YYYY}";"Dit concept is bedoeld om de einddatum van de voorgaande rapportageperiode te beschrijven ten behoeven van de rendering van de rapportage. Dit dient ingevuld te worden in de vorm {DD-MM-YYYY}";"";"";"Article: 3, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 363, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5"
76;"fink-abstr:ForecastTitle";1;"Forecast [title]";"Prognose [titel]";"";"ForecastTitle";"fink-abstr";"ForecastTitle";"http://www.financieringslink.nl/2.0/report/fink/abstracts/fink-abstracts#ForecastTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
77;"venj-bw2-i:NetResultAfterTax";2;"   Net result after tax";"   Nettoresultaat na belastingen";"";"NetResultAfterTax";"venj-bw2-i";"NetResultAfterTax";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#NetResultAfterTax";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 10, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 411, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 2|Chapter: 265, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 201"
78;"venj-bw2-i:NetRevenue";2;"   Net revenue";"   Netto-omzet";"";"NetRevenue";"venj-bw2-i";"NetRevenue";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#NetRevenue";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: a|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: a|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 201|Chapter: B13, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
79;"fink-i:Profitability";2;"   Profitability";"   Winstgevendheid";"";"Profitability";"fink-i";"Profitability";"http://www.financieringslink.nl/2.0/basis/fink/items/fink-data#Profitability";"xbrli:item";1;0;0;;"0";"0";"0";"0";"num:percentItemType";"percent";"xbrli:pureItemType";"Number";"0";"";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"Profitability calculated by dividing net result by net revenue";"Winstgevendheid berekend op basis van nettoresultaat gedeeld door omzet";"";"";""
80;"venj-bw2-i:AssetsNoncurrent";2;"   Non-current assets";"   Vaste activa";"";"AssetsNoncurrent";"venj-bw2-i";"AssetsNoncurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#AssetsNoncurrent";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Chapter: 190, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 205|Chapter: A2, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 105"
81;"venj-bw2-i:AssetsCurrent";2;"   Current assets";"   Vlottende activa";"";"AssetsCurrent";"venj-bw2-i";"AssetsCurrent";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#AssetsCurrent";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"";"";"";"Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Chapter: 190, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 206|Chapter: A2, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 105"
82;"venj-bw2-i:Equity";2;"   Equity";"   Eigen vermogen";"";"Equity";"venj-bw2-i";"Equity";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#Equity";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 10, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 5, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening, Paragraph: 1|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4|Article: 373, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 378, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1|Article: 429, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2|Chapter: 115, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 102|Chapter: 240, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving"
83;"venj-bw2-i:EquityAndLiabilities";2;"   Equity and liabilities";"   Passiva";"";"EquityAndLiabilities";"venj-bw2-i";"EquityAndLiabilities";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#EquityAndLiabilities";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 364, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4"
84;"fink-i:ForecastDetails";2;"   Fink forecast details";"   Toelichting bij de Fink Prognose";"";"ForecastDetails";"fink-i";"ForecastDetails";"http://www.financieringslink.nl/2.0/basis/fink/items/fink-data#ForecastDetails";"xbrli:item";1;0;0;;"0";"0";"0";"0";"fink-types:string500ItemType";"string500";"xbrli:tokenItemType";"String";"0";"";"";"";"";"";"1";"500";"";"";"";"";"Duration";"None";0;0;"Fill in the details of the forecast";"Geef hier aan als er nog zaken toelichting behoeven bij uw prognose";"";"";""
85;"kvk-abstr:IncomeStatementTitle";1;"Income statement [title]";"Winst- en verliesrekening [titel]";"";"IncomeStatementTitle";"kvk-abstr";"IncomeStatementTitle";"http://www.nltaxonomie.nl/10.0/report/kvk/abstracts/kvk-abstracts#IncomeStatementTitle";"sbr:presentationItem";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
86;"venj-bw2-i:NetRevenue";2;"   Net revenue";"   Netto-omzet";"";"NetRevenue";"venj-bw2-i";"NetRevenue";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#NetRevenue";"xbrli:item";2;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: a|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: a|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 201|Chapter: B13, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving voor kleine rechtspersonen, Paragraph: 110"
87;"venj-bw2-i:ChangesInventoriesWorkInProgress";2;"   Changes to inventories and work in progress";"   Wijziging in voorraden gereed product en onderhanden werk";"";"ChangesInventoriesWorkInProgress";"venj-bw2-i";"ChangesInventoriesWorkInProgress";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#ChangesInventoriesWorkInProgress";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: b|Chapter: 220, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503, Subparagraph: a"
88;"rj-i:ChangesConstructionContracts";2;"   Changes in construction contracts";"   Wijziging in onderhanden projecten in opdracht van derden";"";"ChangesConstructionContracts";"rj-i";"ChangesConstructionContracts";"http://www.nltaxonomie.nl/10.0/basis/rj/items/rj-data#ChangesConstructionContracts";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Chapter: 221, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 401, Subparagraph: b"
89;"venj-bw2-i:CapitalisedProductionCosts";2;"   Capitalised production costs";"   Geactiveerde productie voor het eigen bedrijf";"";"CapitalisedProductionCosts";"venj-bw2-i";"CapitalisedProductionCosts";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#CapitalisedProductionCosts";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: c"
90;"venj-bw2-i:OperatingIncomeOther";2;"   Other operating income";"   Overige bedrijfsopbrengsten";"";"OperatingIncomeOther";"venj-bw2-i";"OperatingIncomeOther";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#OperatingIncomeOther";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 9, IssueDate: 2015-01-01, Name: Besluit jaarrekening banken|Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: d|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 4, Subparagraph: f|Article: 384, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 5|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 505"
91;"venj-bw2-i:OperatingIncome";2;"   Operating income";"   Som der bedrijfsopbrengsten";"";"OperatingIncome";"venj-bw2-i";"OperatingIncome";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#OperatingIncome";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Credit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 1, Subparagraph: a"
92;"venj-bw2-i:CostsRawMaterialsConsumables";2;"   Costs of raw materials and consumables";"   Kosten van grond- en hulpstoffen";"";"CostsRawMaterialsConsumables";"venj-bw2-i";"CostsRawMaterialsConsumables";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#CostsRawMaterialsConsumables";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: g|Chapter: 220, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503, Subparagraph: a|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503"
93;"venj-bw2-i:CostsOutsourcedWorkOtherExternalExpenses";2;"   Cost of outsourced work and other external expenses";"   Kosten uitbesteed werk en andere externe kosten";"";"CostsOutsourcedWorkOtherExternalExpenses";"venj-bw2-i";"CostsOutsourcedWorkOtherExternalExpenses";"http://www.nltaxonomie.nl/10.0/basis/venj/items/venj-bw2-data#CostsOutsourcedWorkOtherExternalExpenses";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Duration";"Debit";0;0;"";"";"";"";"Article: 1, IssueDate: 2015-01-01, Name: Besluit modellen jaarrekening|Article: 377, IssueDate: 2015-01-01, Name: Burgerlijk wetboek boek 2, Paragraph: 3, Subparagraph: g|Chapter: 220, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503, Subparagraph: a|Chapter: 270, IssueDate: 2015-01-01, Name: Richtlijnen voor de jaarverslaggeving, Paragraph: 503"
