COMPONENT;KEY;EN;NL;FR
DEF;Gehele directory;Entire directory;Gehele directory;
DEF;Geherw. balanstot. binnen balans;Revaluated visible balance sheet total;Geherw. balanstot. binnen balans;
DEF;Geherwaardeerd balanstotaal;Revaluated balance sheet total;Geherwaardeerd balanstotaal;
DEF;gehuurd;rented;gehuurd;
DEF;Gehuurde bedrijfsruimte (m2);Business space, rented (m2);Gehuurde bedrijfsruimte (m2);
DEF;Gehuwd/samenwonend met;Married/living with;Gehuwd/samenwonend met;
DEF;Geïmpliceerde herfinanciering;Implicated retained earnings;Geïmpliceerde herfinanciering;
DEF;Geïmpliceerde herfinanciering;Implied refinancing;Geïmpliceerde herfinanciering;
DEF;geïmporteerd;imported;geïmporteerd;
DEF;Geïnvesteerd vermogen (laatste jaar);Invested capital (final year);Geïnvesteerd vermogen (laatste jaar);
DEF;Geïnvesteerd vermogen (passief);Invested capital (liabilities);Geïnvesteerd vermogen (passief);
DEF;Geïnvesteerd vermogen niet beschikbaar in de gevraagde kolommen!;Invested capital not available in the columns asked for!;Geïnvesteerd vermogen niet beschikbaar in de gevraagde kolommen!;
DEF;Geïnvesteerd vermogen;Invested capital;Geïnvesteerd vermogen;
DEF;Gekochte goodwill (cumulatief);Goodwill (accumulated);Gekochte goodwill (cumulatief);
DEF;Gekochte goodwill;Goodwill acquired;Gekochte goodwill;
DEF;Gekoppeld aan de omzet;Link to revenues;Gekoppeld aan de omzet;
DEF;Geleverde melk in kg.;Provided milk in kg;Geleverde melk in kg.;
DEF;gelijk aan;equal to;gelijk aan;
DEF;Gem. brutowinst per kracht;Average gross profit per employee;Gem. brutowinst per kracht;
DEF;Gem. loon (per medewerker);Average wages (per employee);Gem. loon (per medewerker);
DEF;Gem. loonstijging (per medewerker);Average increase in wages (per employee);Gem. loonstijging (per medewerker);
DEF;Gem. per aandeel;Average per share;Gem. per aandeel;
DEF;Gem. tarief IB gebaseerd op winst;Average percentage income taxes based on profit;Gem. tarief IB gebaseerd op winst;
DEF;Gem. waarde per aandeel;Average value per share;Gem. waarde per aandeel;
DEF;Gemiddeld % winstbelasting;Average percentage taxes on profit;Gemiddeld % winstbelasting;
DEF;Gemiddeld aantal melkkoeien;Average number of cows;Gemiddeld aantal melkkoeien;
DEF;gemiddeld open staat. De hoogte van deze ratio typeert het invorderingsgedrag. &;is outstanding on average. The level of the ratio characterizes the collection conduct. &;gemiddeld open staat. De hoogte van deze ratio typeert het invorderingsgedrag. &;
DEF;Gemiddeld;Average;Gemiddeld;
DEF;Gemiddelde balans voorraad;Average inventory;Gemiddelde balans voorraad;
DEF;Gemiddelde betalingstermijn aan handelscrediteuren (in weken).;Average payment period of trade accounts payable (in weeks).;Gemiddelde betalingstermijn aan handelscrediteuren (in weken).;
DEF;Gemiddelde betalingstermijn facturen (dagen);Average payment period of invoices (days);Gemiddelde betalingstermijn facturen (dagen);
DEF;Gemiddelde betalingstermijn facturen;Average payment period of invoices;Gemiddelde betalingstermijn facturen;
DEF;Gemiddelde brutomarge;Average gross margin;Gemiddelde brutomarge;
DEF;gemiddelde loonstijging;average increase of wages;gemiddelde loonstijging;
DEF;gemiddelde totale omzet;average total sales;gemiddelde totale omzet;
DEF;Gemiddelde vermogenskostenvoet niet beschikbaar in de gevraagde kolommen!;WACC not available in the columns asked for!;Gemiddelde vermogenskostenvoet niet beschikbaar in de gevraagde kolommen!;
DEF;Gemiddelde vermogenskostenvoet;Weigthed average cost of capital;Gemiddelde vermogenskostenvoet;
DEF;Gemiddelde waarde in risicogroep;Average value in Risk Group;Gemiddelde waarde in risicogroep;
DEF;Gemiddelde waarde;Average value;Gemiddelde waarde;
DEF;Genormaliseerd resultaat in waardering;Normalized profit used for valuation;Genormaliseerd resultaat in waardering;
DEF;Genormaliseerd resultaat na belastingen;Normalized profit after taxes;Genormaliseerd resultaat na belastingen;
DEF;Genormaliseerd resultaat niet beschikbaar in de gevraagde kolommen!;Normalized profit not available in the columns asked for!;Genormaliseerd resultaat niet beschikbaar in de gevraagde kolommen!;
DEF;Genormaliseerd resultaat;Normalized profit;Genormaliseerd resultaat;
DEF;Genormaliseerde velden markeren met een grijze achtergrond;Mark normalised elements with a shaded background;Genormaliseerde velden markeren met een grijze achtergrond;
DEF;Gerealiseerd deel;Amortized part;Gerealiseerd deel;
DEF;Gerealiseerde herwaardering;Amortized revaluation;Gerealiseerde herwaardering;
DEF;Gerealiseerde winst wordt gecompenseerd met de compensatiereserve;Profits will be equalized with the carry forward reserve;Gerealiseerde winst wordt gecompenseerd met de compensatiereserve;
DEF;Geregistreerd;Registered;Geregistreerd;
DEF;Gerelateerd aan kortlopende schulden;Relating to short term;Gerelateerd aan kortlopende schulden;
DEF;Gerelateerd aan langlopende schulden;Relating to long term;Gerelateerd aan langlopende schulden;
DEF;Gereviseerd;Revisioned;Gereviseerd;
DEF;Gesecureerd;Garanted;Gesecureerd;
DEF;gespecificeerd;specified;gespecificeerd;
DEF;Gestort en geplaatst kapitaal;Paid in and issued capital;Gestort en geplaatst kapitaal;
DEF;Getrapt lineair;Trapped linear;Getrapt lineair;
DEF;Gevraagd;Requested;Gevraagd;
DEF;Gew. ondernemersbeloning;Bonuses entrepreneur;Gew. ondernemersbeloning;
DEF;Gewaardeerd ondernemersloon;Valued wage entrepreneur;Gewaardeerd ondernemersloon;
DEF;Gewaardeerde huisv.kosten;Estimated value office expenses;Gewaardeerde huisv.kosten;
DEF;gewaardeerde kosten;Accrued costs;gewaardeerde kosten;
DEF;Gewaardeerde overige kosten;Capitalized other expenses;Gewaardeerde overige kosten;
DEF;Gewaardeerde productiekosten;Capitalized production costs;Gewaardeerde productiekosten;
DEF;Gewaardeerde rente eigen verm.;Valued interest net worth;Gewaardeerde rente eigen verm.;
DEF;Gewaardeerde rente;Capitalized interest;Gewaardeerde rente;
DEF;Gewicht;Weight;Gewicht;
DEF;Gewijzigd;Changed;Gewijzigd;
DEF;Gewijzigde leningen;Changed loans;Gewijzigde leningen;
DEF;Gewogen gemiddelde bij eventueel verschillende tarieven;Weighted average at (if any) various rates;Gewogen gemiddelde bij eventueel verschillende tarieven;
DEF;Gewogen gemiddelde;Weighted average;Gewogen gemiddelde;
DEF;Gewoon resultaat vóór belasting;Ordinary profit before taxes;Gewoon resultaat vóór belasting;
DEF;Gewoon resultaat;Ordinary profit;Gewoon resultaat;
DEF;Gezondheidszorg;Health care;Gezondheidszorg;
DEF;Globale berekening belasting;Calculation of taxes;Globale berekening belasting;
DEF;Goed;Good;Goed;
DEF;Goedkeurende verklaring;Favourable auditor’s opinion;Goedkeurende verklaring;
DEF;Goedkeuring acc.;Approval agreed;Goedkeuring acc.;
DEF;Goodwill;Goodwill;Goodwill;
DEF;Gouden balans ratio;Balance sheet’s golden rule;Gouden balans ratio;
DEF;Grasland;Grassland;Grasland;
DEF;Groei gebaseerd op omzetgroei en prijsstijging;Increase based on growth sales and increase of prices;Groei gebaseerd op omzetgroei en prijsstijging;
DEF;Groei gerelateerd aan inflatie;Growth related to inflation rate;Groei gerelateerd aan inflatie;
DEF;Groei gerelateerd aan inkoopwaarde verkopen;Growth related to cost of sales;Groei gerelateerd aan inkoopwaarde verkopen;
DEF;Groei gerelateerd aan omzet;Growth related to revenues;Groei gerelateerd aan omzet;
DEF;Groei in aantal medewerkers (FTE);Growth in number of employees (FTE);Groei in aantal medewerkers (fte);
DEF;Groei in aantal medewerkers;Growth in number of employees;Groei in aantal medewerkers;
DEF;Groei in balanstotaal;Growth total assets;Groei in balanstotaal;
DEF;Groei in genormaliseerd resultaat;Growth in normalized profit;Groei in genormaliseerd resultaat;
DEF;Groei investeringen;Growth in investments;Groei investeringen;
DEF;Groei met;Growth with;Groei met;
DEF;Groei netto bedrijfsresultaat;Growth net operating profit;Groei netto bedrijfsresultaat;
DEF;Groei netto omzet;Growth in sales;Groei netto omzet;
DEF;Groei NOPLAT / Groei oper. ge´nv. verm.;Growth NOPLAT/Growth oper. inv. capital;Groei NOPLAT / Groei oper. geïnv. verm.;
DEF;Groei NOPLAT / Groei oper. geïnv. verm.;Growth NOPLAT / Growth oper. inv. capital;Groei NOPLAT / Groei oper. geïnv. verm.;
DEF;Groei omzet / Groei balanstotaal steady state;Growth sales / Growth balance sheet total in steady state;Groei omzet / Groei balanstotaal steady state;
DEF;Groei omzet / Groei balanstotaal;Growth sales/growth balance sheet total;Groei omzet / Groei balanstotaal;
DEF;Groei omzet erg omvangrijk in bepaalde jaren.;Very high growth in sales in some years.;Groei omzet erg omvangrijk in bepaalde jaren.;
DEF;Groei omzet vs. balanstotaal;Growth sales vs. balance sheet total;Groei omzet vs. balanstotaal;
DEF;Groei operationeel geïnvesteerd vermogen;Growth operational invested capital;Groei operationeel geïnvesteerd vermogen;
DEF;Groei van voorgaande periode vorig jaar;Continuation Growth Previous Period;Groei van voorgaande periode vorig jaar;
DEF;Groei volgens omzet;Growth related to sales;Groei volgens omzet;
DEF;Groei volgens prijsindex;Growth related to price index;Groei volgens prijsindex;
DEF;Groei wordt gerelateerd aan de totale omzetontwikkeling die van toepassing is in dezelfde periode;Complete behaviour of Total Revenues in that period will be copied;Groei wordt gerelateerd aan de totale omzetontwikkeling die van toepassing is in dezelfde periode;
DEF;Groei;Growth;Groei;
DEF;Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;Growth % of Total Revenues in used, season pattern of Revenues is ignored;Groeipercentage van de totale omzetontwikkeling wordt gebruikt, seizoenspatroon wordt genegeerd;
DEF;Groeipercentage;Growth percentage;Groeipercentage;
DEF;Groeirichting;Direction of growth;Groeirichting;
DEF;Groeivoet bedrijfsresultaat > vermogenskostenvoet. Dit leidt tot een onjuiste restwaarde.;Growth rate operating profit > WACC. This leads towards a incorrect residual value.;Groeivoet bedrijfsresultaat > vermogenskostenvoet. Dit leidt tot een onjuiste restwaarde.;
DEF;Groeivoet bedrijfsresultaat > WACC. Dit leidt tot een onjuiste restwaarde.;Growth in net operating profit > WACC. This results in an incorrect continuing value.;Groeivoet bedrijfsresultaat > WACC. Dit leidt tot een onjuiste restwaarde.;
DEF;Groeivoet investeringen negatief.;Tegenstelling: Groeivoet bedrijfsresultaat positief <;Groeivoet investeringen negatief.;
DEF;Groeivoet netto bedrijfsresultaat;Growth rate net operating profit;Groeivoet netto bedrijfsresultaat;
DEF;Groeivoet VV na voorspelperiode;Growth debt after forecasting period;Groeivoet VV na voorspelperiode;
DEF;Groep 1;Productgroup 1;Groep 1;
DEF;Groep 2;Productgroup 2;Groep 2;
DEF;Groep 3;Productgroup 3;Groep 3;
DEF;Groep 4;Productgroup 4;Groep 4;
DEF;Groep 5;Productgroup 5;Groep 5;
DEF;Groep 6;Productgroup 6;Groep 6;
DEF;Groep 7;Productgroup 7;Groep 7;
DEF;Groep 8;Productgroup 8;Groep 8;
DEF;Groep 9;Productgroup 9;Groep 9;
DEF;Groep;Group;Groep;
DEF;Groepsbijdragen;Contributions group;Groepsbijdragen;
DEF;Grond in eigendom (m2);Land in ownership (m2);Grond in eigendom (m2);
DEF;Grootte schijf;Size scale;Grootte schijf;
DEF;Grootte van de onderneming;Size of company;Grootte van de onderneming;
DEF;H;hist;H;
DEF;H. Cashflow overzicht;C. Cashflow statement;H. Cashflow overzicht;
DEF;haar verplichtingen te voldoen.;obligations on the short term.;haar verplichtingen te voldoen.;
DEF;halfjaar;half year;halfjaar;
DEF;HandCredTermijn[Title];[@] Payables in weeks;HandCredTermijn[Title];
DEF;Handelscrediteuren (ongespecificeerd);Accounts payable-trade (unspecified);Handelscrediteuren (ongespecificeerd);
DEF;Handelscrediteuren;Accounts payable-trade;Handelscrediteuren;
DEF;Handelscrediteurentermijn (dagen);Average payment period accounts payable (days);Handelscrediteurentermijn (dagen);
DEF;Handelscrediteurentermijn (weken-totaal gemidd.);Average payment period accounts payable (average weeks total);Handelscrediteurentermijn (weken-totaal gemidd.);
DEF;Handelscrediteurentermijn (wkn);Costs payable (in weeks);Handelscrediteurentermijn (wkn);
DEF;Handelscrediteurentermijn;Average payment period accounts payable (trade);Handelscrediteurentermijn;
DEF;Handelsdebiteuren (;Accounts receivable-trade (;Handelsdebiteuren (;
DEF;Handelsdebiteuren (ongespecificeerd);Accounts receivable-trade (unspecified);Handelsdebiteuren (ongespecificeerd);
DEF;Handelsdebiteuren omzetgroepen;Accounts receivable-trade sales groups;Handelsdebiteuren omzetgroepen;
DEF;Handelsdebiteuren;Accounts receivable-trade;Handelsdebiteuren;
DEF;Handelsregister K.v.K.;Commercial register Chamber of Commerce;Handelsregister KvK.;
DEF;Handelsregister KvK;Trade register;Handelsregister KvK;
DEF;Handmatig ingevoerde cijfers in de jaarrekening worden niet gewist na het wijzigen van de prognose-instellingen.;Manual input of figures in the annual statements will not be erased after changing the forecast setting.;Handmatig ingevoerde cijfers in de jaarrekening worden niet gewist na het wijzigen van de prognose-instellingen.;
DEF;Handmatige aanpassing;Manual adjustment;Handmatige aanpassing;
DEF;Handmatige aanpassingen;Manual adjustments;Handmatige aanpassingen;
DEF;Handmatige correctie van;Manual correction of;Handmatige correctie van;
DEF;HandVrdTermijn[Title];[@] Inventory in weeks;HandVrdTermijn[Title];
DEF;Heeft invloed op de prognose van de meeste kostensoorten,|mits niet overschreven.;Affects forecast of most expenses (if not overruled);Heeft invloed op de prognose van de meeste kostensoorten, mits niet overschreven.;
DEF;Hefboom;Leverage;Hefboom;
DEF;Herfinancieren;Re-finance;Herfinancieren;
DEF;Herfinancieringen;Re-financing;Herfinancieringen;
DEF;Herhaal aantal medewerkers voorgaande kolom (op meest gedetailleerde tijdsbasis);Repeat number of employees previous column (of most detailed timescale);Herhaal aantal medewerkers voorgaande kolom (op meest gedetailleerde tijdsbasis);
DEF;Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);Repeat Value Previous Column (of most detailed timescale);Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis);
DEF;Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.;Repeats the value of the previous column in the most detailed timescale available.;Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.;
DEF;herinvestering;reinvestment;herinvestering;
DEF;Herinvesteringen;Reinvestments;Herinvesteringen;
DEF;Herw. balanstot. binnen balans;Revalued balance sheet total within balance;Herw. balanstot. binnen balans;
DEF;Herwaardeerd balanstotaal;Revalued balance sheet total;Herwaardeerd balanstotaal;
DEF;Herwaardeerde vaste activa;Revalued fixed assets;Herwaardeerde vaste activa;
DEF;Herwaardeerde voorraden;Revalued inventory;Herwaardeerde voorraden;
DEF;Herwaardeerde vorderingen;Revalued receivables;Herwaardeerde vorderingen;
DEF;Herwaardering in;Revaluation in;Herwaardering in;
DEF;Herwaardering;Revaluation;Herwaardering;
DEF;Herwaarderingsreserve;Revaluation reserve;Herwaarderingsreserve;
DEF;HerwBalAkt[Title];[@]Revalued balance sheet total;HerwBalAkt[Title];
DEF;Het aandeel eigen vermogen in het totaal vermogen is (ruim) voldoende.;The percentage of owners’ equity is (very) satisfactory.;Het aandeel eigen vermogen in het totaal vermogen is (ruim) voldoende.;
DEF;Het aandeel eigen vermogen in het totaal vermogen is laag.;The percentage of owners’ equity is low.;Het aandeel eigen vermogen in het totaal vermogen is laag.;
DEF;Het aandeel eigen vermogen in het totaal vermogen is te laag.;The percentage of owners’ equity is too low.;Het aandeel eigen vermogen in het totaal vermogen is te laag.;
DEF;Het aandeel eigen vermogen in het totaal vermogen is zeer hoog.;The percentage of owners’ equity is very high.;Het aandeel eigen vermogen in het totaal vermogen is zeer hoog.;
DEF;Het aandeel eigen vermogen in het totaal vermogen is zeer laag.;The percentage of owners’ equity is very low.;Het aandeel eigen vermogen in het totaal vermogen is zeer laag.;
DEF;Het aandeel eigen vermogen in het totaal vermogen.;The owner’s equity as a percentage of the total capital.;Het aandeel eigen vermogen in het totaal vermogen.;
DEF;Het aanmaken van een voorstel wordt afgebroken.;The creation of a new proposal has been cancelled.;Het aanmaken van een voorstel wordt afgebroken.;
DEF;Het aantal malen dat EBITDA toereikend is voor het voldoen van de rentelasten.;The number of times the EBITDA covers the financial expenses.;Het aantal malen dat EBITDA toereikend is voor het voldoen van de rentelasten.;
DEF;Het aantrekken van additioneel eigen vermogen kan de financieringspositie sterk verbeteren.;Attracting additional owners’ equity could strongly improve the financial position.;Het aantrekken van additioneel eigen vermogen kan de financieringspositie sterk verbeteren.;
DEF;Het aantrekken van additioneel eigen vermogen kan de financieringspositie verbeteren.;Attracting additional owners’ equity could improve the financial position.;Het aantrekken van additioneel eigen vermogen kan de financieringspositie verbeteren.;
DEF;Het basisdossier kunt u niet aanpassen, alle wijzigingen moeten worden doorgevoerd via een voorstel.;The main document cannot be edited, all changes have to be made in a proposal.;Het basisdossier kunt u niet aanpassen, alle wijzigingen moeten worden doorgevoerd via een voorstel.;
DEF;Het betaalgedrag is uitstekend, beding kortingen voor snelle betaling of maak optimaal gebruik van geboden kredieten.;The paying behaviour is excellent. Request rebates for instant payments or make optimal use of supplier credit.;Het betaalgedrag is uitstekend, beding kortingen voor snelle betaling of maak optimaal gebruik van geboden kredieten.;
DEF;Het betaalgedrag kan zorgen voor spanningen met leveranciers en kredietverschaffers, probeer het betaalgedrag te verbeteren.;Paying behaviour could lead to tensions with (credit)suppliers. Try to improve this behaviour.;Het betaalgedrag kan zorgen voor spanningen met leveranciers en kredietverschaffers, probeer het betaalgedrag te verbeteren.;
DEF;Het betaalpatroon kan alleen worden ingevoerd bij de Prognosevariabelen of via de optie Personeel;The pattern can only be entered in the Forecasting Variables or in the Option Personnel;Het betaalpatroon kan alleen worden ingevoerd bij de Prognosevariabelen of via de optie Personeel;
DEF;Het BTW tarief van deze inkoopgroep kan worden veranderd in de map 'Algemene gegevens - BTW Tarieven'.;The VAT rate of this purchase-group can be changed in the folder ‘General information - VAT Rates’.;Het btw-tarief van deze inkoopgroep kan worden veranderd in de map ‘Algemene gegevens - Btw-tarieven’.;
DEF;Het BTW tarief van deze omzetgroep kan worden veranderd in de map 'Algemene gegevens - BTW Tarieven'.;The VAT rate of this sales-group can be changed in the folder ‘General information - VAT Rates’.;Het btw-tarief van deze omzetgroep kan worden veranderd in de map ‘Algemene gegevens - Btw-tarieven’.;
DEF;Het D-U-N-S Nummer is een uniek negencijferig identificatienummer;The D-U-N-S number is an unique nine-digit identification number;Het D-U-N-S Nummer is een uniek negencijferig identificatienummer;
DEF;Het document wordt in een vernieuwd model geladen;The document will be loaded in an updated model;Het document wordt in een vernieuwd model geladen;
DEF;Het eigen vermogen is negatief.;The owners’ equity has a negative value.;Het eigen vermogen is negatief.;
DEF;het eigen vermogen. Als deze ratio stijgt, brengt het eigen vermogen meer op.;net worth. If this ratio increases, the net worth brings in more.;het eigen vermogen. Als deze ratio stijgt, brengt het eigen vermogen meer op.;
DEF;Het geselecteerde jaar is niet aanwezig.;Selected year is not present;Het geselecteerde jaar is niet aanwezig.;
DEF;Het geselecteerde jaar is niet geldig.;Selected year is not valid;Het geselecteerde jaar is niet geldig.;
DEF;Het invullen van dit tarief betekent dat de totale belastingsom wordt bepaald op basis van dit tarief;Total taxes will be calculated based on this rate when entered;Het invullen van dit tarief betekent dat de totale belastingsom wordt bepaald op basis van dit tarief;
DEF;Het invullen van dit tarief betekent dat de totale belastingsom wordt bepaald op basis van dit tarief;Total taxes will be determined by this rate when entered;Het invullen van dit tarief betekent dat de totale belastingsom wordt bepaald op basis van dit tarief;
DEF;Het invullen van dit tarief betekent dat de totale belastingsom wordt bepaald op basis van dit tarief|;Filling in this rate will cause the total tax amount to be determined on the basis of this rate;Het invullen van dit tarief betekent dat de totale belastingsom wordt bepaald op basis van dit tarief;
DEF;Het is aan te bevelen de prognose periode op kwartaalbasis te zetten;It is recommended to switch to quarterly basis in the forecast;Het is aan te bevelen de prognose periode op kwartaalbasis te zetten;
DEF;Het is een maatstaf voor rentabiliteit te noemen.;This ratio can be seen as a measure for the rate of return.;Het is een maatstaf voor rentabiliteit te noemen.;
DEF;Het kopiëren van de BNK kolom werkt allen goed als de laatste historische kolom een afgerond boekjaar is. Wilt u verdergaan?;Copying the SACA column works properly only when the last historic year represents a complete bookyear. Continue procedure?;Het kopiëren van de BNK kolom werkt allen goed als de laatste historische kolom een afgerond boekjaar is. Wilt u verdergaan?;
DEF;Het laatste historisch jaar in dit voorstel is;The last history year in the proposal form is;Het laatste historisch jaar in dit voorstel is;
DEF;Het laatste historische jaar in het basisdossier is;The last history year in the main document is;Het laatste historische jaar in het basisdossier is;
DEF;Het lijkt financieel goed te gaan.;Financially it appears to go well.;Het lijkt financieel goed te gaan.;
DEF;Het niveau van het eigen vermogen is kritiek, nieuw eigen vermogen aantrekken is essentieel.;The owners’ equity is at a critical level. Attracting new owners’equity is essential.;Het niveau van het eigen vermogen is kritiek, nieuw eigen vermogen aantrekken is essentieel.;
DEF;Het ontvangstpatroon kan alleen worden ingevoerd bij de Prognosevariabelen of via een Omzet-Optie;The pattern can only be entered in the Forecasting Variables or in an Option;Het ontvangstpatroon kan alleen worden ingevoerd bij de Prognosevariabelen of via een Omzet-Optie;
DEF;Het rendementsoverschot kan niet berekend worden.;The profitability surplus can not be calculated.;Het rendementsoverschot kan niet berekend worden.;
DEF;Het rendementsoverschot;The profitability surplus;Het rendementsoverschot;
DEF;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief. Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het totale interestlasten en het totaal van alle leningen van de laatste historische kolom.;The default interest rate in the forecast is based on the previously established rate. If that is not present, then the rate will be based on the total interest charges and the total of all loans of the last historical column.;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief. Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het totale interestlasten en het totaal van alle leningen van de laatste historische kolom.;
DEF;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief. Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het totale interestlasten en het totaal van alle leningen van de laatste historische kolom..;The default interest rate in the forecast is based on the previously established rate. If that is not present, then the rate is based on the total interest charges and the total of all loans of the last historical column ..;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief. Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het totale interestlasten en het totaal van alle leningen van de laatste historische kolom..;
DEF;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief.;Default interest rate in forecast is based on the previously entered rate.;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief.;
DEF;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief.|Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het totale interestlasten en het totaal van alle leningen van de laatste historische kolom.;Default interest rate in forecast is based on the previously entered rate.<br />If no entered rate is available, the rate is based on the total interest expenses and total debt of the last column in history;Het standaard rentetarief in de prognose is gebaseerd op het voorgaande ingevoerde tarief.<br />Als dat niet aanwezig is, dan wordt het tarief gebaseerd op het totale interestlasten en het totaal van alle leningen van de laatste historische kolom.;
DEF;Het verlies van het huidige jaar wordt automatisch toegevoegd aan de compensatiereserve;Current year’s loss will be added to the carry forward reserve.;Het verlies van het huidige jaar wordt automatisch toegevoegd aan de compensatiereserve.;
DEF;Het voorstel is al gesloten, het importeren is geannuleerd.;The proposal is already closed, import is cancelled;Het voorstel is al gesloten, het importeren is geannuleerd.;
DEF;Het voorstel is verwijderd en het basisdossier heeft de status 'actief' gekregen;The proposal form is deleted and the main document has the status ‘active’;Het voorstel is verwijderd en het basisdossier heeft de status ‘actief’ gekregen;
DEF;Het voorstel wordt overgeheveld naar het basisdossier;The proposal form will be copied to the main document;Het voorstel wordt overgeheveld naar het basisdossier;
DEF;Het wijzigen van deze instelling kan grote gevolgen hebbenvoor de prognose;Changing this setting might result in substantial changes of the forecast;Het wijzigen van deze instelling kan grote gevolgen hebbenvoor de prognose;
DEF;Hidden wizard;Hidden wizard;Verborgen wizard;
DEF;Hier geen werkelijke uitgaven invullen.;No input of real expenditures needed;Hier geen werkelijke uitgaven invullen.;
DEF;Hieronder (PgDn) specificeren, liever niet op jaarbasis invoeren;Specify below (PgDn);Hieronder (PgDn) specificeren, liever niet op jaarbasis invoeren;
DEF;Hiervan gehuurde oppervlakte (m2);of this is rented (m2);Hiervan gehuurde oppervlakte (m2);
DEF;Hiervan in eigendom (m2);of this in ownership (m2);Hiervan in eigendom (m2);
DEF;HintAccountsPayableExpenses;Forecast default: Continuation payables term. Term is based on total operating expenses excl. personell, see ratios.;Prognose standaardinstelling: Voortzetting van de crediteurentermijn. Termijn is gebaseerd op de totale bedrijfskosten excl. personeelskosten, zie kengetallen.;
DEF;HintChangesInEquityApproved;"An amount shown in ""Other changes in net worth"" can be accepted by entering ""yes"".<br />In that case all restrictions in reporting due to unexplained changes in equity are suppressed.";"Een bedrag dat wordt getoond bij ""Overige mutaties eigen vermogen"" kan worden geaccepteerd door ""ja"" in te vullen.<br />In dat geval zullen alle beperkingen met betrekking tot het rapporteren vanwege de onverklaarde vermogensmutaties worden opgeheven.";
DEF;HintCurrentAccountGroupCompanies;Forecast default: Continuation of balance credit and debit of previous column.|When total balance is credit, this account has no value.;Prognose standaardinstelling: Voortzetting saldo van debet en credit uit historie.|Als saldering leidt tot een debetpost zal hier geen waarde worden geprognosticeerd.;
DEF;HintDefault_Projection_IncomeStatement;Continuation growth previous period<br />-     Annual growth % is continued, season patterns are continued.<br /><br />Growth related to inflation rate<br />-     Growth equals the inflation rate, season patterns are continued.<br /><br />No growth (use value previous uear)<br />-     Values equal last year´s amount, season patterns are continued.<br /><br />Repeat value previous column (of most detailed timescale)<br />-     Repeats the value of the previous column in the most detailed timescale available.<br />-     All values equal the last entered value, season patterns are discontinued.;Groei van voorgaande periode vorig jaar<br />-     % groei op jaarbasis wordt doorverwerkt, seizoenspatroon in post blijft intact.<br /><br />Groei gerelateerd aan inflatie<br />-     % inflatie wordt doorverwerkt, bestaande seizoenspatroon in post blijft intact.<br /><br />Geen groei (gebruik waarde van jaar geleden)<br />-     Bedragen zijn hetzelfde als in het vorige jaar, seizoenspatroon blijft intact.<br /><br />Herhaal bedrag voorgaande kolom (op meest gedetailleerde tijdsbasis)<br />-     Herhaalt het bedrag voorgaande kolom, kijk daarvoor op meest gedetailleerde tijdsbasis.<br />-     Alle bedragen zijn gelijk aan de laatst ingevoerde waarde, een evt. seizoenspatroon vervalt..;
DEF;HintFictitiousWageOfEntrepreneur;Mind: This is not a cash flow, and has no influence on liquidity. This is used to make annual statements of different company types comparable and to calculate the real free cash flow.;Let op: Dit is geen kasstroom en heeft daarom geen invloed op de liquiditeit.<br />Dit wordt gebruikt om jaarrekeningen van diverse ondernemingstypes vergelijkbaar te maken en om de vrije kasstroom te kunnen bepalen.;
