;"Generated by FINAN XBRL Taxonomy Viewer v4.4.1"
;"Taxonomy: BT20163(BankRptKredietMicroFunctioneel2015)"

"Sort";"ID";"Level";"Label en";"Label nl";"PreferredLabelRole";"ElementName";"NamespaceAlias";"FinanVarName";"Url";"SubstitutionGroup";"UseCount";"IsTuple";"IsTupleKey";"IsInThisTuple";"TupleDepth";"TupleInstanceOrder";"MinTupleInstances";"MaxTupleInstances";"ElementType";"ShortElementType";"BaseType";"DataType (FMT4)";"InputRequired";"Pattern";"Enumeration";"FractionDigits";"TotalDigits";"Length";"MinLength";"MaxLength";"MinInclusive";"MaxInclusive";"MinExclusive";"MaxExclusive";"PeriodType";"Balance";"Abstract";"Nillable";"Documentation en";"Documentation nl";"Ddef.Guidance en";"Ddef.Guidance nl";"References"
221;"bank-cd:BuildingIndicator";4;"         Building indicator Y/N";"         Gebouw (eventueel inclusief terrein) J/N";"";"BuildingIndicator";"bank-cd";"BuildingIndicator";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#BuildingIndicator";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"3";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"1";;;;;;;;;;;;"Duration";"None";0;0;"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";"";"Indicatie of het alhier gespecificeerde registergoed een gebouw is, indien gebouw (eventueel inclusief terrein) dan is de WOZ-waarde verplicht.";""
222;"bank:ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";4;"         Value purposes valuation of immovable property act register bound good";"         WOZ-waarde";"http://www.xbrl.org/2003/role/terseLabel";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"bank";"ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#ValuePurposesValuationOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"4";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Waarde van het registergoed zoals het bij het register is geregistreerd.";"";"De waarde van een onroerende zaak op de laatste peildatum zoals deze in het kader van de Wet Waardering Onroerende Zaken (WOZ) wordt bepaald (Artikel 18, lid 2 van de Wet WOZ).";""
223;"bank-cd:DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";4;"         Date of adoption for value of immovable property act register bound good";"         Datum vaststelling WOZ-waarde";"http://www.xbrl.org/2003/role/terseLabel";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"bank-cd";"DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#DateOfAdoptionForValueOfImmovablePropertyActRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"5";"0";"0";"xbrli:dateItemType";"date";"xbrli:dateItemType";"Date";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";"";"De datum waarop de WOZ-waarde van het registergoed is vastgesteld.";""
224;"bank:BalanceSheetValueRegisterBoundGood";4;"         Balance sheet value register bound good";"         Boekwaarde";"http://www.xbrl.org/2003/role/terseLabel";"BalanceSheetValueRegisterBoundGood";"bank";"BalanceSheetValueRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#BalanceSheetValueRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"6";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"1";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Boekwaarde van het registergoed.";"";"De boekwaarde van een goed dat volgens de wet moet worden ingeschreven in de daarvoor bestemde openbare registers: grond, huizen, schepen, vliegtuigen. Door de inschrijving kan iedereen zien aan wie het toebehoort en of er een ander zakelijk recht(bijvoorbeeld een hypotheek) op rust (zie BW 3:10).";""
225;"bank-cd:AmortisationMethodRegisterBoundGood";4;"         Amortisation method register bound good";"         Afschrijvingsmethode";"http://www.xbrl.org/2003/role/terseLabel";"AmortisationMethodRegisterBoundGood";"bank-cd";"AmortisationMethodRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#AmortisationMethodRegisterBoundGood";"xbrli:item";1;0;0;"bank-tuples:LandAndBuildingsSpecification";"1";"7";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";"";"Methode om de waardedaling van het registergoed tot uitdrukking te brengen.";""
226;"bank-abstracts:AnalysisSecuritiesRegisterBoundGoodsTitle";2;"   Analysis of securities register bound goods title";"   Uitsplitsing zekerheden";"";"AnalysisSecuritiesRegisterBoundGoodsTitle";"bank-abstracts";"AnalysisSecuritiesRegisterBoundGoodsTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#AnalysisSecuritiesRegisterBoundGoodsTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
227;"bank-tuples:SecuritiesRegisterBoundGoodsSpecification";3;"      Securities register bound goods specification";"      Zekerheden registergoederen";"";"SecuritiesRegisterBoundGoodsSpecification";"bank-tuples";"SecuritiesRegisterBoundGoodsSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#SecuritiesRegisterBoundGoodsSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"Zekerheden die betrekking hebben op registergoederen.";"";"";""
228;"bank-cd:RegistryNumberRegisterBoundGood";4;"         Registry number register bound good";"         Registernummer";"";"RegistryNumberRegisterBoundGood";"bank-cd";"RegistryNumberRegisterBoundGood";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#RegistryNumberRegisterBoundGood";"xbrli:item";2;0;0;"bank-tuples:SecuritiesRegisterBoundGoodsSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Nummer waaronder het registergoed in het register staat ingeschreven.";"";"Nummer waaronder het registergoed in het register staat ingeschreven.";""
229;"bank-cd:ObjectSecurities";4;"         Object securities";"         Object";"http://www.xbrl.org/2003/role/terseLabel";"ObjectSecurities";"bank-cd";"ObjectSecurities";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#ObjectSecurities";"xbrli:item";1;0;0;"bank-tuples:SecuritiesRegisterBoundGoodsSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"1";;;;;;;;;;;;"Duration";"None";0;0;"";"Naam/ omschrijving/ identificatie-nummer van de zekerheid.";"";"Naam/ omschrijving/ identificatie-nummer van de zekerheid.";""
230;"bank-cd:RankSecurities";4;"         Rank securities";"         Rang";"http://www.xbrl.org/2003/role/terseLabel";"RankSecurities";"bank-cd";"RankSecurities";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#RankSecurities";"xbrli:item";1;0;0;"bank-tuples:SecuritiesRegisterBoundGoodsSpecification";"1";"2";"0";"0";"xbrli:integerItemType";"integer";"xbrli:integerItemType";"Number";"1";;;;;;;;;;;;"Duration";"None";0;0;"";"Hypothecaire inschrijving (1 t/m n).";"";"Hypothecaire inschrijving (1 t/m n).";""
231;"bank:ValueSecurities";4;"         Value securities";"         Hoogte inschrijving";"http://www.xbrl.org/2003/role/terseLabel";"ValueSecurities";"bank";"ValueSecurities";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#ValueSecurities";"xbrli:item";1;0;0;"bank-tuples:SecuritiesRegisterBoundGoodsSpecification";"1";"3";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"1";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Credit";0;0;"";"Waarde van de zekerheid.";"";"Hoogte van het bedrag dat middels een zekerheid (algemene benaming voor alles wat een hypotheeknemer vraagt om bij eventuele opeising de voldoening van de hoofdsom, rente en kosten van een hypotheek veilig te stellen) wordt gedekt.";""
232;"bank-tuples:SecuritiesNotRegisterBoundGoodsSpecification";3;"      Securities not register bound goods specification";"      Zekerheden niet-registergoederen";"";"SecuritiesNotRegisterBoundGoodsSpecification";"bank-tuples";"SecuritiesNotRegisterBoundGoodsSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#SecuritiesNotRegisterBoundGoodsSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"Zekerheden die betrekking hebben op niet-registergoederen.";"";"";""
233;"bank-cd:IdentificationNumberSecurities";4;"         Identification number securities";"         Identificatienummer";"http://www.xbrl.org/2003/role/terseLabel";"IdentificationNumberSecurities";"bank-cd";"IdentificationNumberSecurities";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#IdentificationNumberSecurities";"xbrli:item";1;0;0;"bank-tuples:SecuritiesNotRegisterBoundGoodsSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Het identificatienummer van de zekerheid.";"";"Het unieke identificatienummer van de zekerheid.";""
234;"bank:SecuritiesDescription";4;"         Securities description";"         Omschrijving";"http://www.xbrl.org/2003/role/terseLabel";"SecuritiesDescription";"bank";"SecuritiesDescription";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#SecuritiesDescription";"xbrli:item";1;0;0;"bank-tuples:SecuritiesNotRegisterBoundGoodsSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"1";;;;;;;;;;;;"Duration";"None";0;0;"";"De omschrijving van de zekerheid die betrekking heeft op niet-registergoederen.";"";"Omschrijving van de zekerheid, het goed, dat als onderpand dient voor een lening.";""
235;"bank-abstracts:AnalysisOfReceivablesBreakdownTitle";2;"   Analysis of receivables title";"   Uitsplitsing vorderingen";"";"AnalysisOfReceivablesBreakdownTitle";"bank-abstracts";"AnalysisOfReceivablesBreakdownTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#AnalysisOfReceivablesBreakdownTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
236;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";3;"      Receivables other related parties specification";"      Vorderingen op overige verbonden maatschappijen";"";"ReceivablesOtherRelatedPartiesSpecification";"bank-tuples";"ReceivablesOtherRelatedPartiesSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#ReceivablesOtherRelatedPartiesSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"De specificatie van de (langlopende en kortlopende) vorderingen op overige verbonden maatschappijen.";"";"";""
237;"bank-cd:IdentificationNumberReceivables";4;"         Identification number receivables";"         Identificatienummer";"http://www.xbrl.org/2003/role/terseLabel";"IdentificationNumberReceivables";"bank-cd";"IdentificationNumberReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#IdentificationNumberReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Identificatienummer van de kort- of langlopende vordering. Indien het een vordering op een rechtspersoon betreft wordt het KvK-nummer gebruikt.";"";"Indien het een vordering op een rechtspersoon betreft, moet hier het KvK-nummer van de rechtspersoon worden ingevuld.";""
238;"bank-cd:NameCounterpartyReceivables";4;"         Name counterparty receivables";"         Naam tegenpartij";"http://www.xbrl.org/2003/role/terseLabel";"NameCounterpartyReceivables";"bank-cd";"NameCounterpartyReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#NameCounterpartyReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"De naam van de tegenpartij van de vordering.";"";"De naam van de tegenpartij van de vordering.";""
239;"bank:BalanceSheetValueReceivables";4;"         Balance sheet value receivables";"         Boekwaarde";"http://www.xbrl.org/2003/role/terseLabel";"BalanceSheetValueReceivables";"bank";"BalanceSheetValueReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#BalanceSheetValueReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"2";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"1";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Boekwaarde van de vordering.";"";"De boekwaarde waartegen de vorderingen zijn opgenomen op de balans.";""
240;"bank:RedemptionYearlyReceivables";4;"         Redemption yearly receivables";"         Aflossing (bedrag p.j.)";"http://www.xbrl.org/2003/role/terseLabel";"RedemptionYearlyReceivables";"bank";"RedemptionYearlyReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#RedemptionYearlyReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"3";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"Bedrag aflossing per jaar van de vordering.";"";"Bedrag dat in het boekjaar is afgelost op de lopende schuld of vordering.";""
241;"bank-cd:InterestRateReceivablesIndicator";4;"         Interest rate receivables indicator";"         Rentepercentage J/N";"http://www.xbrl.org/2003/role/terseLabel";"InterestRateReceivablesIndicator";"bank-cd";"InterestRateReceivablesIndicator";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#InterestRateReceivablesIndicator";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"4";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Indicatie dat sprake is van betaling van rente op de vordering (J/N).";"";"Geeft aan of er sprake is van betaling van rente op de vordering (J/N).";""
242;"bank-cd:InterestRateYearlyReceivablesPercentage";4;"         Interest rate yearly receivables percentage";"         Rentepercentage";"http://www.xbrl.org/2003/role/terseLabel";"InterestRateYearlyReceivablesPercentage";"bank-cd";"InterestRateYearlyReceivablesPercentage";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#InterestRateYearlyReceivablesPercentage";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"5";"0";"0";"num:percentItemType";"percent";"xbrli:pureItemType";"Number";"0";"";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"Het nominale rentepercentage per jaar.";"";"Het nominale rentepercentage per jaar.";""
243;"bank-cd:SubordinationReceivablesIndicator";4;"         Subordination receivables indicator";"         Indicatie achterstelling J/N";"http://www.xbrl.org/2003/role/terseLabel";"SubordinationReceivablesIndicator";"bank-cd";"SubordinationReceivablesIndicator";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#SubordinationReceivablesIndicator";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"6";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Indicatie achterstelling (J/N).";"";"Geeft aan of er sprake is van een achterstelling (J/N).";""
244;"bank-cd:SecurityReceivables";4;"         Security receivables";"         Zekerheid J/N";"http://www.xbrl.org/2003/role/terseLabel";"SecurityReceivables";"bank-cd";"SecurityReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#SecurityReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherRelatedPartiesSpecification";"1";"7";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Zekerheid verschaft (J/N) op de vordering.";"";"Zekerheid verschaft (J/N) op de vordering.";""
245;"bank-tuples:ReceivablesOtherSpecification";3;"      Receivables other specification";"      Overige vorderingen";"";"ReceivablesOtherSpecification";"bank-tuples";"ReceivablesOtherSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#ReceivablesOtherSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"De specificatie van de overige (langlopende en kortlopende) vorderingen.";"";"";""
246;"bank-cd:IdentificationNumberReceivables";4;"         Identification number receivables";"         Identificatienummer";"http://www.xbrl.org/2003/role/terseLabel";"IdentificationNumberReceivables";"bank-cd";"IdentificationNumberReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#IdentificationNumberReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Identificatienummer van de kort- of langlopende vordering. Indien het een vordering op een rechtspersoon betreft wordt het KvK-nummer gebruikt.";"";"Indien het een vordering op een rechtspersoon betreft, moet hier het KvK-nummer van de rechtspersoon worden ingevuld.";""
247;"bank-cd:NameCounterpartyReceivables";4;"         Name counterparty receivables";"         Naam tegenpartij";"http://www.xbrl.org/2003/role/terseLabel";"NameCounterpartyReceivables";"bank-cd";"NameCounterpartyReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#NameCounterpartyReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"1";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"String";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"De naam van de tegenpartij van de vordering.";"";"De naam van de tegenpartij van de vordering.";""
248;"bank:BalanceSheetValueReceivables";4;"         Balance sheet value receivables";"         Boekwaarde";"http://www.xbrl.org/2003/role/terseLabel";"BalanceSheetValueReceivables";"bank";"BalanceSheetValueReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#BalanceSheetValueReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"2";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"1";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Boekwaarde van de vordering.";"";"De boekwaarde waartegen de vorderingen zijn opgenomen op de balans.";""
249;"bank:RedemptionYearlyReceivables";4;"         Redemption yearly receivables";"         Aflossing (bedrag p.j.)";"http://www.xbrl.org/2003/role/terseLabel";"RedemptionYearlyReceivables";"bank";"RedemptionYearlyReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#RedemptionYearlyReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"3";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"None";0;0;"";"Bedrag aflossing per jaar van de vordering.";"";"Bedrag dat in het boekjaar is afgelost op de lopende schuld of vordering.";""
250;"bank-cd:InterestRateReceivablesIndicator";4;"         Interest rate receivables indicator";"         Rentepercentage J/N";"http://www.xbrl.org/2003/role/terseLabel";"InterestRateReceivablesIndicator";"bank-cd";"InterestRateReceivablesIndicator";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#InterestRateReceivablesIndicator";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"4";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Indicatie dat sprake is van betaling van rente op de vordering (J/N).";"";"Geeft aan of er sprake is van betaling van rente op de vordering (J/N).";""
251;"bank-cd:InterestRateYearlyReceivablesPercentage";4;"         Interest rate yearly receivables percentage";"         Rentepercentage";"http://www.xbrl.org/2003/role/terseLabel";"InterestRateYearlyReceivablesPercentage";"bank-cd";"InterestRateYearlyReceivablesPercentage";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#InterestRateYearlyReceivablesPercentage";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"5";"0";"0";"num:percentItemType";"percent";"xbrli:pureItemType";"Number";"0";"";"";"";"";"";"";"";"";"";"";"";"Duration";"None";0;0;"";"Het nominale rentepercentage per jaar.";"";"Het nominale rentepercentage per jaar.";""
252;"bank-cd:SubordinationReceivablesIndicator";4;"         Subordination receivables indicator";"         Indicatie achterstelling J/N";"http://www.xbrl.org/2003/role/terseLabel";"SubordinationReceivablesIndicator";"bank-cd";"SubordinationReceivablesIndicator";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#SubordinationReceivablesIndicator";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"6";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Indicatie achterstelling (J/N).";"";"Geeft aan of er sprake is van een achterstelling (J/N).";""
253;"bank-cd:SecurityReceivables";4;"         Security receivables";"         Zekerheid J/N";"http://www.xbrl.org/2003/role/terseLabel";"SecurityReceivables";"bank-cd";"SecurityReceivables";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank-common-data#SecurityReceivables";"xbrli:item";2;0;0;"bank-tuples:ReceivablesOtherSpecification";"1";"7";"0";"0";"xbrli:booleanItemType";"boolean";"xbrli:booleanItemType";"Boolean";"0";;;;;;;;;;;;"Duration";"None";0;0;"";"Zekerheid verschaft (J/N) op de vordering.";"";"Zekerheid verschaft (J/N) op de vordering.";""
254;"bank-abstracts:TradeReceivablesPaymentTermsTitle";3;"      Trade receivables payment terms title";"      Betaaltermijnen handelsdebiteuren";"";"TradeReceivablesPaymentTermsTitle";"bank-abstracts";"TradeReceivablesPaymentTermsTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#TradeReceivablesPaymentTermsTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
255;"bank:TradeReceivablesThirtyDays";4;"         Trade receivables thirty days";"         30 dagen";"http://www.xbrl.org/2003/role/terseLabel";"TradeReceivablesThirtyDays";"bank";"TradeReceivablesThirtyDays";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#TradeReceivablesThirtyDays";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Handelsdebiteuren tot 30 dagen.";"";"(Bruto) handelsvorderingen die korter dan 30 dagen openstaan. Deze vorderingen zijn ontstaan op klanten van de onderneming door het verkopen van producten en of diensten.";""
256;"bank:TradeReceivablesSixtyDays";4;"         Trade receivables sixty days";"         60 dagen";"http://www.xbrl.org/2003/role/terseLabel";"TradeReceivablesSixtyDays";"bank";"TradeReceivablesSixtyDays";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#TradeReceivablesSixtyDays";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Handelsdebiteuren tot 60 dagen.";"";"(Bruto) handelsvorderingen die korter dan 60 dagen openstaan. Deze vorderingen zijn ontstaan op klanten van de onderneming door het verkopen van producten en of diensten.";""
257;"bank:TradeReceivablesNinetyDays";4;"         Trade receivables ninety days";"         90 dagen";"http://www.xbrl.org/2003/role/terseLabel";"TradeReceivablesNinetyDays";"bank";"TradeReceivablesNinetyDays";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#TradeReceivablesNinetyDays";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Handelsdebiteuren tot 90 dagen.";"";"(Bruto) handelsvorderingen die korter dan 90 dagen openstaan. Deze vorderingen zijn ontstaan op klanten van de onderneming door het verkopen van producten en of diensten.";""
258;"bank:TradeReceivablesAboveNinetyDays";4;"         Trade receivables above ninety days";"         90+ dagen";"http://www.xbrl.org/2003/role/terseLabel";"TradeReceivablesAboveNinetyDays";"bank";"TradeReceivablesAboveNinetyDays";"https://www.sbrbanken.nl/BT2016/basis/bank/items/bank#TradeReceivablesAboveNinetyDays";"xbrli:item";1;0;0;;"0";"0";"0";"0";"nl-types:monetaryNoDecimalsItemType";"monetaryNoDecimals";"nl-types:monetary20ItemType";"Monetary";"0";"";"";"0";"";"";"";"";"";"";"";"";"Instant";"Debit";0;0;"";"Handelsdebiteuren meer dan 90 dagen.";"";"(Bruto) handelsvorderingen die 90 dagen of langer open staan. Deze vorderingen zijn ontstaan op klanten van de onderneming door het verkopen van producten en/ of diensten.";""
259;"bank-abstracts:AnalysisOfPayablesTitle";2;"   Analysis of payables title";"   Uitsplitsing schulden";"";"AnalysisOfPayablesTitle";"bank-abstracts";"AnalysisOfPayablesTitle";"https://www.sbrbanken.nl/BT2016/report/bank/abstracts/bank-abstracts#AnalysisOfPayablesTitle";"xbrli:item";1;0;0;;"0";"0";"0";"0";"xbrli:stringItemType";"string";"xbrli:stringItemType";"Abstract";"0";;;;;;;;;;;;"Duration";"None";1;0;"";"";"";"";""
260;"bank-tuples:SubordinatedLoansSpecification";3;"      Subordinated loans specification";"      Achtergestelde schulden";"";"SubordinatedLoansSpecification";"bank-tuples";"SubordinatedLoansSpecification";"https://www.sbrbanken.nl/BT2016/domein/bank/tuples/bank-tuples#SubordinatedLoansSpecification";"xbrli:tuple";1;1;0;;"0";"0";"0";"-1";"";"";"";"Abstract";"0";;;;;;;;;;;;"Other";"None";0;0;"";"Specificatie van de (langlopende en kortlopende) schulden die bij afwikkeling van een faillissement pas voor betaling in aanmerking komt nadat andere, bevoorrechte, schulden betaald zijn.";"";"";""
